,Account ID,Full Account ID,Full User ID,Owner AMA / AUM,Connect 2021 from Opty,Connect 2021,Connect 2020 from Opty,Connect 2020,Connect 2019,Account Currency,JUNO Account ID,Kaseya Market Segment,Auto Renewal Op Out,# of Closed Won Opportunities,Account Record Type,Type,Last Activity,Last Modified Date,"Owner Type (1 IS AMA, 0 IS NOT) ",Row Labels,Min of Effective_Start_Date__c,Max of Effective_End_Date__c,Max of Effective_Start_Date__c,Current State,1 -> Renewable 0 -> Evergreen,Duration
6790,0013a00001iYqoi,0013a00001iYqoiAAC,0054w00000AR1siAAD,AUM,0,0,0,0,0,USD,1790.0,MSP,0,9,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYqoiAAC,7/6/2016,2/5/2025,2/6/2022,Renewable,1,3136
6791,0013a00001iYqrP,0013a00001iYqrPAAS,0054w00000AR2AnAAL,AUM,0,0,0,0,0,USD,11998.0,MSP,0,2,End User,Customer,2/3/2022,2/10/2022,0,0013a00001iYqrPAAS,1/27/2022,1/26/2025,1/27/2022,Renewable,1,1095
6792,0013a00001iYqrV,0013a00001iYqrVAAS,0053a00000K45lXAAR,AUM,0,0,0,0,0,USD,11825.0,MSP,0,1,End User,Customer,12/31/2021,2/10/2022,0,0013a00001iYqrVAAS,12/29/2021,1/28/2025,1/29/2022,Renewable,1,1126
6793,0013a00001iYqrf,0013a00001iYqrfAAC,0053a00000ObXczAAF,AUM,0,0,0,0,0,USD,7577.0,MSP,0,2,End User,Customer,2/22/2022,2/10/2022,0,0013a00001iYqrfAAC,9/16/2019,,9/16/2019,Evergreen,0,878
6794,0013a00001iYqtS,0013a00001iYqtSAAS,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,2833.0,MSP,0,24,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYqtSAAS,1/23/2017,1/1/2023,1/2/2020,Renewable,1,2169
6795,0013a00001iYqua,0013a00001iYquaAAC,0053a00000Pei4zAAB,AUM,0,0,0,0,0,USD,4461.0,MSP,0,5,End User,Customer,2/2/2022,2/10/2022,0,0013a00001iYquaAAC,12/21/2017,1/1/2024,1/2/2021,Renewable,1,2202
6796,0013a00001iYqw5,0013a00001iYqw5AAC,0054w00000AWSE2AAP,AUM,0,0,0,0,0,USD,2587.0,MSP,0,16,Reseller,Customer,1/19/2022,11/17/2021,0,0013a00001iYqw5AAC,11/17/2016,3/7/2021,3/8/2021,Evergreen,0,1571
6797,0013a00001iYqw6,0013a00001iYqw6AAC,0053a00000Q9T9CAAV,AUM,0,0,0,0,0,USD,11004.0,MSP,0,2,End User,Customer,1/19/2022,2/10/2022,0,0013a00001iYqw6AAC,6/30/2021,6/29/2024,6/30/2021,Renewable,1,1095
6798,0013a00001iYqxF,0013a00001iYqxFAAS,0054w00000AWVh2AAH,AUM,0,0,0,0,0,USD,11457.0,MSP,0,6,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYqxFAAS,10/13/2021,2/12/2024,2/13/2022,Renewable,1,852
6799,0013a00001iYqxP,0013a00001iYqxPAAS,005f100000HIKqoAAH,AMA,0,0,0,0,0,USD,9766.0,MSP,0,16,End User,Customer,10/26/2021,2/10/2022,1,0013a00001iYqxPAAS,11/11/2020,,11/11/2020,Evergreen,0,456
6800,0013a00001iYqxl,0013a00001iYqxlAAC,0054w00000AR2AOAA1,AUM,0,0,0,0,0,USD,3040.0,MSP,1,2,End User,Customer,1/28/2022,2/10/2022,0,0013a00001iYqxlAAC,2/27/2017,,2/27/2017,Evergreen,0,1809
6801,0013a00001iYqxt,0013a00001iYqxtAAC,0053a00000Nv4YQAAZ,AUM,0,0,0,0,0,USD,11305.0,MSP,0,4,End User,Customer,1/18/2022,2/10/2022,0,0013a00001iYqxtAAC,9/9/2021,9/8/2024,9/9/2021,Renewable,1,1095
6802,0013a00001iYqy3,0013a00001iYqy3AAC,0054w00000AWUTnAAP,AUM,0,0,0,0,0,USD,11969.0,MSP,0,3,End User,Customer,2/9/2022,2/10/2022,0,0013a00001iYqy3AAC,2/1/2022,7/31/2025,8/1/2022,Renewable,1,1276
6803,0013a00001iYqyF,0013a00001iYqyFAAS,0054w00000AWX2LAAX,AUM,0,0,0,0,0,USD,3852.0,MSP,0,8,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYqyFAAS,8/4/2017,,1/6/2021,Evergreen,0,1651
6804,0013a00001iYqyI,0013a00001iYqyIAAS,005f100000HHihyAAD,AUM,0,0,0,0,0,AUD,5142.0,MSP,0,3,End User,Customer,12/21/2021,2/10/2022,0,0013a00001iYqyIAAS,5/31/2018,9/27/2024,9/28/2021,Renewable,1,2311
6805,0013a00001iYqza,0013a00001iYqzaAAC,0053a00000ObXczAAF,AUM,0,0,0,0,0,USD,3167.0,MSP,1,6,Reseller,Partner,1/31/2022,2/10/2022,0,0013a00001iYqzaAAC,3/24/2017,,3/24/2017,Evergreen,0,1784
6806,0013a00001iYqze,0013a00001iYqzeAAC,0054w00000AR2pRAAT,AUM,0,0,0,0,0,USD,3260.0,MSP,0,13,End User,Customer,2/4/2022,2/10/2022,0,0013a00001iYqzeAAC,4/13/2017,,4/13/2017,Evergreen,0,1764
6807,0013a00001iYqzk,0013a00001iYqzkAAC,0054w00000AR0kjAAD,AMA,0,0,0,0,0,USD,9710.0,MSP,1,8,End User,Customer,1/26/2022,2/10/2022,1,0013a00001iYqzkAAC,11/5/2020,2/4/2024,2/5/2021,Renewable,1,1186
6808,0013a00001iYr07,0013a00001iYr07AAC,0054w00000AWX2GAAX,AUM,0,0,0,0,0,USD,2064.0,MSP,0,2,Reseller,Customer,2/8/2022,2/10/2022,0,0013a00001iYr07AAC,8/30/2016,,8/30/2016,Evergreen,0,1990
6809,0013a00001iYr12,0013a00001iYr12AAC,0054w00000AWVhMAAX,AUM,0,0,0,0,0,USD,6039.0,MSP,0,8,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYr12AAC,11/21/2018,12/20/2023,12/21/2020,Evergreen,0,1855
6810,0013a00001iYr1k,0013a00001iYr1kAAC,0053a00000OJFImAAP,AUM,0,0,0,0,0,USD,738.0,MSP,0,65,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYr1kAAC,11/24/2015,5/23/2025,8/24/2020,Renewable,1,3468
6811,0013a00001iYr2M,0013a00001iYr2MAAS,0054w00000AQyV3AAL,AUM,0,0,0,0,0,USD,11201.0,MSP,0,5,End User,Customer,2/3/2022,2/10/2022,0,0013a00001iYr2MAAS,8/27/2021,8/26/2022,8/27/2021,Renewable,1,364
6812,0013a00001iYr4N,0013a00001iYr4NAAS,0054w00000AR1sFAAT,AUM,0,0,0,0,0,USD,2686.0,MSP,1,7,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYr4NAAS,10/8/2021,,10/8/2021,Evergreen,0,125
6813,0013a00001iYr4e,0013a00001iYr4eAAC,0053a00000Pei4zAAB,AUM,0,0,0,0,0,USD,2151170000000000.0,MSP,0,6,End User,Customer,2/2/2022,2/10/2022,0,0013a00001iYr4eAAC,5/17/2021,5/16/2022,5/17/2021,Renewable,1,364
6814,0013a00001iYr5X,0013a00001iYr5XAAS,0053a00000Q9TD9AAN,AUM,0,0,0,0,0,USD,9438.0,MSP,0,9,End User,Customer,2/8/2022,2/10/2022,0,0013a00001iYr5XAAS,9/24/2020,9/23/2024,9/24/2021,Renewable,1,1460
6815,0013a00001iYr6s,0013a00001iYr6sAAC,0054w00000AWW1HAAX,AUM,0,0,0,0,0,USD,10520.0,MSP,0,1,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYr6sAAC,3/15/2021,3/14/2024,3/15/2021,Renewable,1,1095
6816,0013a00001iYr6v,0013a00001iYr6vAAC,0053a00000Q9T9CAAV,AUM,0,0,0,0,0,USD,5843.0,MSP,0,11,End User,Customer,1/18/2022,2/10/2022,0,0013a00001iYr6vAAC,10/23/2018,3/29/2024,3/30/2021,Renewable,1,1984
6817,0013a00001iYr90,0013a00001iYr90AAC,0054w00000AWYcFAAX,AUM,0,0,0,0,0,USD,11382.0,MSP,0,6,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYr90AAC,9/30/2021,12/29/2024,12/30/2021,Renewable,1,1186
6818,0013a00001iYr9G,0013a00001iYr9GAAS,0054w00000AWVhWAAX,AUM,0,0,0,0,0,USD,3660.0,MSP,0,6,End User,Customer,1/24/2022,2/10/2022,0,0013a00001iYr9GAAS,6/28/2017,,2/18/2021,Evergreen,0,1688
6819,0013a00001iYr9L,0013a00001iYr9LAAS,005f100000HIKqoAAH,AMA,0,0,0,0,0,USD,9844.0,MSP,1,1,End User,Customer,10/26/2021,2/10/2022,1,0013a00001iYr9LAAS,11/23/2020,,11/23/2020,Evergreen,0,444
6820,0013a00001iYr9o,0013a00001iYr9oAAC,0054w00000AWSEvAAP,AUM,0,0,0,0,0,USD,7695.0,MSP,0,8,End User,Customer,2/8/2022,2/10/2022,0,0013a00001iYr9oAAC,10/9/2017,12/23/2022,9/1/2021,Renewable,1,1901
6821,0013a00001iYrC8,0013a00001iYrC8AAK,0054w00000AWYaxAAH,AUM,0,0,0,0,0,USD,10937.0,MSP,0,2,End User,Customer,2/4/2022,2/10/2022,0,0013a00001iYrC8AAK,6/3/2021,6/2/2022,6/3/2021,Renewable,1,364
6822,0013a00001iYrCs,0013a00001iYrCsAAK,0053a00000ObXczAAF,AUM,0,0,0,0,0,USD,813.0,MSP,1,14,End User,Customer,1/18/2022,10/30/2021,0,0013a00001iYrCsAAK,6/19/2019,10/24/2019,6/19/2019,Evergreen,0,127
6823,0013a00001iYrE8,0013a00001iYrE8AAK,005f100000HIKqoAAH,AMA,0,0,0,0,0,USD,9926.0,MSP,1,2,Reseller,Customer,2/17/2022,2/10/2022,1,0013a00001iYrE8AAK,12/3/2020,,12/3/2020,Evergreen,0,434
6824,0013a00001iYrFu,0013a00001iYrFuAAK,0053a00000ObXczAAF,AUM,1,1,0,0,0,USD,1895.0,MSP,0,15,Partner Account Record Type,Customer,2/10/2022,2/10/2022,0,0013a00001iYrFuAAK,7/29/2016,9/30/2024,10/1/2021,Renewable,1,2985
6825,0013a00001iYrG0,0013a00001iYrG0AAK,0053a00000OcxsNAAR,AUM,0,0,0,0,0,USD,1339.0,MSP,0,5,End User,Customer,1/25/2022,2/10/2022,0,0013a00001iYrG0AAK,5/20/2021,12/3/2022,5/20/2021,Renewable,1,562
6826,0013a00001iYrG4,0013a00001iYrG4AAK,0054w00000AR1sPAAT,AUM,0,0,0,0,0,USD,11549.0,MSP,0,9,End User,Customer,2/9/2022,2/10/2022,0,0013a00001iYrG4AAK,11/1/2021,12/31/2024,2/1/2022,Renewable,1,1156
6827,0013a00001iYrGH,0013a00001iYrGHAA0,0054w00000AWKwfAAH,AUM,0,0,0,0,0,USD,3469.0,MSP,0,9,End User,Customer,1/24/2022,2/10/2022,0,0013a00001iYrGHAA0,5/25/2017,6/24/2020,6/25/2020,Renewable,1,1126
6828,0013a00001iYrGX,0013a00001iYrGXAA0,0054w00000AWW1HAAX,AUM,0,0,0,0,0,USD,9725.0,MSP,0,7,Reseller,Customer,4/8/2022,2/10/2022,0,0013a00001iYrGXAA0,11/11/2020,11/10/2023,11/11/2020,Renewable,1,1094
6829,0013a00001iYrGs,0013a00001iYrGsAAK,0053a00000PejmSAAR,AUM,0,0,0,0,0,USD,5637.0,MSP,1,3,End User,Customer,1/19/2022,1/7/2022,0,0013a00001iYrGsAAK,9/27/2018,9/26/2024,9/27/2021,Renewable,1,2191
6830,0013a00001iYrI8,0013a00001iYrI8AAK,0053a00000ObXczAAF,AUM,0,0,0,0,0,USD,10193.0,MSP,1,7,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYrI8AAK,1/27/2021,1/26/2024,1/27/2021,Renewable,1,1094
6831,0013a00001iYrJw,0013a00001iYrJwAAK,0053a00000OauouAAB,AUM,0,0,0,0,0,USD,10987.0,MSP,0,3,End User,Customer,1/28/2022,2/10/2022,0,0013a00001iYrJwAAK,6/25/2021,3/24/2023,9/25/2021,Renewable,1,637
6832,0013a00001iYrK0,0013a00001iYrK0AAK,0053a00000ObXczAAF,AUM,0,0,0,0,0,USD,10104.0,MSP,0,6,End User,Customer,1/21/2022,2/10/2022,0,0013a00001iYrK0AAK,12/30/2020,12/29/2023,12/30/2020,Renewable,1,1094
6833,0013a00001iYrKE,0013a00001iYrKEAA0,0053a00000OcxsNAAR,AUM,0,0,0,0,0,USD,7496.0,MSP,0,8,Reseller,Customer,5/28/2022,2/10/2022,0,0013a00001iYrKEAA0,8/26/2019,8/26/2022,8/26/2019,Renewable,1,1096
6834,0013a00001iYrKH,0013a00001iYrKHAA0,0054w00000AR2AOAA1,AUM,0,0,0,0,0,USD,11750.0,MSP,0,3,End User,Customer,2/8/2022,2/10/2022,0,0013a00001iYrKHAA0,12/10/2021,12/9/2024,2/9/2022,Renewable,1,1095
6835,0013a00001iYrKj,0013a00001iYrKjAAK,0054w00000AR1sFAAT,AUM,0,0,0,0,0,USD,10722.0,MSP,0,19,Reseller,Partner,2/7/2022,2/10/2022,0,0013a00001iYrKjAAK,4/30/2021,4/22/2024,4/30/2021,Renewable,1,1088
6836,0013a00001iYrO4,0013a00001iYrO4AAK,0054w00000AWVhWAAX,AUM,0,0,0,0,0,USD,11383.0,MSP,0,7,End User,Customer,2/7/2022,2/10/2022,0,0013a00001iYrO4AAK,9/29/2021,10/28/2024,10/29/2021,Renewable,1,1125
6837,0013a00001iYrOV,0013a00001iYrOVAA0,0054w00000AR1sFAAT,AUM,0,0,0,0,0,USD,499.0,MSP,0,8,End User,Customer,2/2/2022,2/10/2022,0,0013a00001iYrOVAA0,9/23/2021,,9/23/2021,Evergreen,0,140
6838,0013a00001iYrOb,0013a00001iYrObAAK,0054w00000AWWzqAAH,AUM,0,0,0,0,0,USD,1963.0,MSP,0,0,End User,Customer,2/17/2022,2/10/2022,0,0013a00001iYrObAAK,8/22/2016,,8/22/2016,Evergreen,0,1998
6839,0013a00001iYrOn,0013a00001iYrOnAAK,0053a00000OauouAAB,AUM,0,0,0,0,0,USD,3288.0,MSP,0,14,Partner Account Record Type,Customer,2/10/2022,2/10/2022,0,0013a00001iYrOnAAK,4/20/2017,6/30/2022,7/1/2021,Renewable,1,1897
6840,0013a00001iYrOs,0013a00001iYrOsAAK,0054w00000AWUTnAAP,AUM,0,0,0,0,0,USD,11426.0,MSP,0,2,End User,Customer,1/24/2022,2/10/2022,0,0013a00001iYrOsAAK,10/1/2021,3/31/2023,10/1/2021,Renewable,1,546
6841,0013a00001iYrP0,0013a00001iYrP0AAK,0053a00000Nv4YQAAZ,AUM,0,0,0,0,0,USD,1045.0,MSP,0,7,End User,Customer,2/28/2022,2/10/2022,0,0013a00001iYrP0AAK,8/31/2016,9/26/2022,2/28/2021,Renewable,1,2217
6842,0013a00001iYrPW,0013a00001iYrPWAA0,0054w00000AWSE7AAP,AUM,0,0,0,0,0,USD,9812.0,MSP,0,8,End User,Customer,2/4/2022,2/10/2022,0,0013a00001iYrPWAA0,11/18/2020,11/17/2023,11/18/2020,Renewable,1,1094
6843,0013a00001iYrPY,0013a00001iYrPYAA0,0054w00000AR1sFAAT,AUM,0,0,0,0,0,USD,1825.0,MSP,0,1,End User,Customer,2/2/2022,2/4/2022,0,0013a00001iYrPYAA0,7/18/2016,1/28/2020,7/18/2016,Evergreen,0,1289
6844,0013a00001iYrQ1,0013a00001iYrQ1AAK,0053a00000OcxsNAAR,AUM,0,0,0,0,0,USD,2142.0,MSP,0,99,Reseller,Customer,2/7/2022,2/10/2022,0,0013a00001iYrQ1AAK,9/15/2016,7/13/2024,7/14/2021,Renewable,1,2858
6845,0013a00001iYrTy,0013a00001iYrTyAAK,0054w00000AWebmAAD,AUM,0,0,0,0,0,USD,9757.0,MSP,0,5,End User,Customer,2/7/2022,2/10/2022,0,0013a00001iYrTyAAK,11/10/2020,11/9/2023,11/10/2020,Renewable,1,1094
6846,0013a00001iYrV2,0013a00001iYrV2AAK,0054w00000AQyV3AAL,AUM,0,0,0,0,0,USD,10603.0,MSP,0,6,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYrV2AAK,4/2/2021,6/30/2024,7/1/2021,Renewable,1,1185
6847,0013a00001iYrV4,0013a00001iYrV4AAK,0054w00000AWKwfAAH,AUM,0,0,0,0,0,USD,2894.0,MSP,1,2,End User,Customer,1/18/2022,2/10/2022,0,0013a00001iYrV4AAK,1/26/2017,1/24/2020,1/26/2017,Evergreen,0,1093
6848,0013a00001iYrVf,0013a00001iYrVfAAK,0054w00000AWJkdAAH,AUM,0,0,0,0,0,USD,11240.0,MSP,0,3,Partner Account Record Type,Customer,2/2/2022,2/10/2022,0,0013a00001iYrVfAAK,8/26/2021,9/25/2024,9/26/2021,Renewable,1,1126
6849,0013a00001iYrVl,0013a00001iYrVlAAK,0054w00000AQyV3AAL,AUM,0,0,0,0,0,USD,6618.0,MSP,1,40,Reseller,Customer,2/4/2022,2/4/2022,0,0013a00001iYrVlAAK,2/27/2019,2/26/2020,2/27/2019,Renewable,1,364
6850,0013a00001iYrVn,0013a00001iYrVnAAK,0054w00000AR0kAAAT,AMA,0,0,0,0,0,USD,2733.0,MSP,0,118,Partner Account Record Type,Customer,2/10/2022,2/10/2022,1,0013a00001iYrVnAAK,12/28/2016,,12/28/2016,Evergreen,0,1870
6851,0013a00001iYrVp,0013a00001iYrVpAAK,0054w00000AR2AOAA1,AUM,0,0,0,0,0,USD,4240.0,MSP,0,11,End User,Customer,5/17/2022,2/10/2022,0,0013a00001iYrVpAAK,10/27/2017,,10/27/2017,Evergreen,0,1567
6852,0013a00001iYrW6,0013a00001iYrW6AAK,0054w00000AWVg9AAH,AUM,0,0,0,0,0,USD,7620.0,MSP,0,3,End User,Customer,2/4/2022,2/10/2022,0,0013a00001iYrW6AAK,9/20/2019,9/19/2022,9/20/2019,Renewable,1,1095
6853,0013a00001iYrXC,0013a00001iYrXCAA0,0054w00000AWVh2AAH,AUM,0,0,0,0,0,USD,10733.0,MSP,0,9,Partner Account Record Type,Customer,2/3/2022,2/10/2022,0,0013a00001iYrXCAA0,4/30/2021,5/29/2024,5/30/2021,Renewable,1,1125
6854,0013a00001iYrYY,0013a00001iYrYYAA0,0054w00000AWW1HAAX,AUM,0,0,0,0,0,USD,4028.0,MSP,0,5,End User,Customer,1/19/2022,1/31/2022,0,0013a00001iYrYYAA0,9/11/2017,12/9/2019,9/11/2017,Evergreen,0,819
6855,0013a00001iYrZs,0013a00001iYrZsAAK,0053a00000Pei4zAAB,AUM,0,0,0,0,0,USD,12000.0,MSP,0,3,End User,Customer,2/4/2022,2/10/2022,0,0013a00001iYrZsAAK,2/7/2022,5/6/2025,5/7/2022,Renewable,1,1184
6856,0013a00001iYrZw,0013a00001iYrZwAAK,0053a00000PdknFAAR,AUM,0,0,0,0,0,GBP,2245380000000000.0,MSP,0,5,End User,Customer,2/7/2022,2/10/2022,0,0013a00001iYrZwAAK,7/28/2021,1/27/2025,1/28/2022,Renewable,1,1279
6857,0013a00001iYraa,0013a00001iYraaAAC,0054w00000AWNcnAAH,AUM,0,0,0,0,0,USD,478.0,MSP,0,80,End User,Customer,2/8/2022,2/10/2022,0,0013a00001iYraaAAC,6/30/2015,,3/8/2021,Evergreen,0,2417
6858,0013a00001iYrbS,0013a00001iYrbSAAS,0053a00000ObXczAAF,AUM,0,0,0,0,0,USD,3603.0,MSP,0,4,Reseller,Partner,1/28/2022,2/10/2022,0,0013a00001iYrbSAAS,6/30/2017,11/27/2024,11/28/2021,Renewable,1,2707
6859,0013a00001iYrbv,0013a00001iYrbvAAC,0053a00000Q9TD9AAN,AUM,0,0,0,0,0,USD,5288.0,MSP,0,9,End User,Customer,2/24/2022,2/10/2022,0,0013a00001iYrbvAAC,7/9/2018,4/8/2020,4/9/2020,Evergreen,0,639
6860,0013a00001iYrcw,0013a00001iYrcwAAC,0054w00000AWOcAAAX,AUM,0,0,0,0,0,USD,11602.0,MSP,0,1,End User,Customer,2/8/2022,2/10/2022,0,0013a00001iYrcwAAC,11/15/2021,11/14/2024,11/15/2021,Renewable,1,1095
6861,0013a00001iYrd1,0013a00001iYrd1AAC,0054w00000AWYcPAAX,AUM,0,0,0,0,0,USD,567.0,MSP,0,12,End User,Customer,2/9/2022,2/10/2022,0,0013a00001iYrd1AAC,9/23/2015,,3/4/2021,Evergreen,0,2332
6862,0013a00001iYrdL,0013a00001iYrdLAAS,0053a00000Q9T9CAAV,AUM,0,0,0,0,0,USD,10709.0,MSP,0,4,End User,Customer,1/24/2022,2/10/2022,0,0013a00001iYrdLAAS,4/27/2021,6/26/2024,6/27/2021,Renewable,1,1156
6863,0013a00001iYrhJ,0013a00001iYrhJAAS,005j000000C0Vd6AAF,AUM,0,0,0,0,0,USD,6642.0,MSP,0,2,End User,Customer,12/21/2020,12/14/2021,0,0013a00001iYrhJAAS,3/5/2019,10/2/2019,3/5/2019,Evergreen,0,211
6864,0013a00001iYrkj,0013a00001iYrkjAAC,0054w00000AR30tAAD,AUM,0,0,0,0,0,USD,10611.0,MSP,0,1,End User,Customer,1/19/2022,2/10/2022,0,0013a00001iYrkjAAC,9/16/2021,10/15/2024,10/16/2021,Renewable,1,1125
6865,0013a00001iYrmx,0013a00001iYrmxAAC,0053a00000Q9TD9AAN,AUM,0,0,0,0,0,USD,10782.0,MSP,0,4,End User,Customer,2/4/2022,2/10/2022,0,0013a00001iYrmxAAC,5/10/2021,8/9/2024,8/10/2021,Renewable,1,1187
6866,0013a00001iYrof,0013a00001iYrofAAC,0054w00000AR2AiAAL,AUM,0,0,0,0,0,USD,9411.0,MSP,0,7,End User,Customer,2/4/2022,2/10/2022,0,0013a00001iYrofAAC,9/16/2020,11/15/2023,9/16/2020,Renewable,1,1155
6867,0013a00001iYrp2,0013a00001iYrp2AAC,0054w00000AWKwaAAH,AUM,0,0,0,0,0,USD,4049.0,MSP,0,6,End User,Customer,11/22/2021,11/27/2021,0,0013a00001iYrp2AAC,9/14/2017,3/4/2021,3/5/2021,Evergreen,0,1267
6868,0013a00001iYrqO,0013a00001iYrqOAAS,0054w00000AR1sPAAT,AUM,0,0,0,0,0,USD,11256.0,MSP,0,6,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYrqOAAS,8/31/2021,8/30/2024,8/31/2021,Renewable,1,1095
6869,0013a00001iYrrd,0013a00001iYrrdAAC,005f100000HI8ajAAD,AMA,0,0,0,0,0,USD,10699.0,MSP,0,1,End User,Customer,1/24/2022,2/10/2022,1,0013a00001iYrrdAAC,4/22/2021,4/21/2022,4/22/2021,Renewable,1,364
6870,0013a00001iYrsB,0013a00001iYrsBAAS,0054w00000AR1sFAAT,AUM,0,0,0,0,0,USD,10639.0,MSP,0,7,End User,Customer,2/3/2022,2/10/2022,0,0013a00001iYrsBAAS,4/6/2021,6/27/2024,11/5/2021,Renewable,1,1178
6871,0013a00001iYrsH,0013a00001iYrsHAAS,0054w00000AWKwaAAH,AUM,0,0,0,0,0,USD,1292.0,MSP,0,1,End User,Customer,1/23/2022,2/10/2022,0,0013a00001iYrsHAAS,6/20/2016,,6/20/2016,Evergreen,0,2061
6872,0013a00001iYrsL,0013a00001iYrsLAAS,0054w00000AWW1HAAX,AUM,0,0,0,0,0,USD,11411.0,MSP,0,21,End User,Customer,2/8/2022,2/10/2022,0,0013a00001iYrsLAAS,10/1/2021,12/29/2023,12/31/2021,Renewable,1,819
6873,0013a00001iYrtX,0013a00001iYrtXAAS,0054w00000AWYc0AAH,AUM,0,0,0,0,0,USD,11235.0,MSP,0,5,End User,Customer,2/1/2022,2/10/2022,0,0013a00001iYrtXAAS,8/25/2021,8/24/2024,8/25/2021,Renewable,1,1095
6874,0013a00001iYrtv,0013a00001iYrtvAAC,0054w00000AWUTYAA5,AUM,0,0,0,0,0,USD,11833.0,MSP,0,5,End User,Customer,2/9/2022,2/10/2022,0,0013a00001iYrtvAAC,1/1/2022,3/31/2025,4/1/2022,Renewable,1,1185
6875,0013a00001iYrvB,0013a00001iYrvBAAS,0054w00000AR1sPAAT,AUM,0,0,0,0,0,USD,7927.0,MSP,0,0,End User,Customer,2/8/2022,2/10/2022,0,0013a00001iYrvBAAS,11/19/2019,,11/19/2019,Evergreen,0,814
6876,0013a00001iYrvn,0013a00001iYrvnAAC,0054w00000AR21qAAD,AUM,0,0,0,0,0,USD,5774.0,MSP,0,1,End User,Customer,1/19/2022,12/8/2021,0,0013a00001iYrvnAAC,10/12/2018,10/12/2021,10/12/2018,Renewable,1,1096
6877,0013a00001iYrwy,0013a00001iYrwyAAC,0053a00000Q9T9CAAV,AUM,0,0,0,0,0,USD,11339.0,MSP,0,17,Partner Account Record Type,Customer,2/10/2022,2/10/2022,0,0013a00001iYrwyAAC,9/16/2021,9/15/2024,9/16/2021,Renewable,1,1095
6878,0013a00001iYs0G,0013a00001iYs0GAAS,0054w00000AQzJcAAL,AUM,0,0,0,0,0,USD,7920.0,MSP,0,10,End User,Customer,2/16/2022,2/10/2022,0,0013a00001iYs0GAAS,11/18/2019,11/17/2022,3/9/2021,Renewable,1,1095
6879,0013a00001iYs0w,0013a00001iYs0wAAC,0053a00000ObXczAAF,AUM,0,0,0,0,0,USD,214.0,MSP,0,44,End User,Customer,1/28/2022,2/10/2022,0,0013a00001iYs0wAAC,4/24/2015,11/23/2024,1/24/2022,Renewable,1,3501
6880,0013a00001iYs1A,0013a00001iYs1AAAS,0054w00000AWecBAAT,AUM,0,0,0,0,0,USD,6643.0,MSP,0,10,End User,Customer,1/21/2022,2/10/2022,0,0013a00001iYs1AAAS,3/6/2019,10/5/2023,11/6/2020,Renewable,1,1674
6881,0013a00001iYs1D,0013a00001iYs1DAAS,0054w00000AWKXpAAP,AUM,0,0,0,0,0,USD,11325.0,MSP,0,3,End User,Customer,2/10/2022,2/10/2022,0,0013a00001iYs1DAAS,9/10/2021,9/9/2024,9/10/2021,Renewable,1,1095
6882,0013a00001iYs6F,0013a00001iYs6FAAS,0053a00000P8VryAAF,AMA,0,0,0,0,0,USD,10389.0,MSP,0,6,End User,Customer,2/24/2022,2/10/2022,1,0013a00001iYs6FAAS,2/26/2021,2/25/2024,2/26/2021,Renewable,1,1094
6883,0013a00001iYs9Z,0013a00001iYs9ZAAS,0054w00000AWfoNAAT,AUM,0,0,0,0,0,USD,1887.0,MSP,0,18,End User,Customer,1/19/2022,2/10/2022,0,0013a00001iYs9ZAAS,9/6/2016,,9/6/2016,Evergreen,0,1983
6884,0013a00001iYs9z,0013a00001iYs9zAAC,0053a00000Pehh6AAB,AMA,0,0,0,0,0,USD,8408.0,MSP,0,8,End User,Customer,12/14/2021,2/10/2022,1,0013a00001iYs9zAAC,3/2/2020,3/1/2023,3/2/2020,Renewable,1,1094
6885,0013a00001iYsBH,0013a00001iYsBHAA0,0054w00000AR2AOAA1,AUM,0,0,0,0,0,USD,9999.0,MSP,0,39,End User,Customer,2/9/2022,2/10/2022,0,0013a00001iYsBHAA0,3/2/2021,5/20/2021,5/21/2021,Renewable,1,79
6886,0013a00001iYsBm,0013a00001iYsBmAAK,0053a00000ObXczAAF,AUM,0,0,0,0,0,USD,11610.0,MSP,0,4,End User,Customer,1/25/2022,2/10/2022,0,0013a00001iYsBmAAK,11/15/2021,2/14/2023,2/15/2022,Renewable,1,456
6887,0013a00001iYsC5,0013a00001iYsC5AAK,0053a00000PejmSAAR,AUM,0,0,0,0,0,USD,9223.0,MSP,0,1,End User,Customer,2/11/2022,2/10/2022,0,0013a00001iYsC5AAK,10/29/2020,10/28/2023,10/29/2020,Renewable,1,1094
